,str,dex,con,int,wis,cha,ac,hp,perception,fortitude,reflex,will,focus,melee_max_bonus,avg_melee_dmg,ranged_max_bonus,avg_ranged_dmg,max_spell_lvl,spell_dc,spell_attack,book,level,name
3824,5,-2,3,-2,2,-1,21,65,12,13,6,10,1,13,14.0,0,0.0,3,20,12,Pathfinder Society Scenario #1-09: Star-Crossed Voyages,4,Greater Steel Mephit
3828,4,1,3,0,1,0,23,75,9,15,13,11,0,16,12.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-09: Star-Crossed Voyages,4,Sea Devil Invader
3827,6,3,5,-2,3,-2,25,80,14,18,13,14,0,17,15.0,0,0.0,0,0,0,Pathfinder Society Scenario #1-09: Star-Crossed Voyages,7,Paravaax (5-6)
3826,4,2,5,-2,2,-2,22,50,11,16,11,11,0,13,12.0,0,0.0,0,0,0,Pathfinder Society Scenario #1-09: Star-Crossed Voyages,5,Paravaax (3-4)
3822,4,0,4,-1,2,1,17,38,8,10,5,8,0,10,9.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-09: Star-Crossed Voyages,2,Boggard Warrior (PFS 1-09)
3823,5,-1,4,-4,3,-1,22,71,12,15,8,9,0,14,19.0,0,0.0,0,0,0,Pathfinder Society Scenario #1-09: Star-Crossed Voyages,5,Greater Metallic Sod Hound
3829,4,-2,2,-2,0,-1,14,22,3,9,3,3,1,8,7.5,0,0.0,3,17,9,Pathfinder Society Scenario #1-09: Star-Crossed Voyages,1,Steel Mephit
3825,5,-1,4,-4,3,-1,19,44,9,12,6,7,0,11,11.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-09: Star-Crossed Voyages,3,Metallic Sod Hound
3970,1,1,0,0,2,1,15,9,6,5,2,8,1,6,3.5,0,0.0,1,15,7,Pathfinder Society Quest #4: Port Peril Pub Crawl,-1,Seaborn Fisher
3963,2,3,4,-1,0,2,17,40,8,8,10,6,0,9,3.5,0,0.0,0,0,0,Pathfinder Society Quest #4: Port Peril Pub Crawl,2,Offended High Roller
3973,2,0,1,1,4,1,17,30,6,7,6,10,0,10,5.5,0,0.0,0,0,0,Pathfinder Society Quest #4: Port Peril Pub Crawl,2,Storm Warrior-Priest
3972,0,0,1,0,3,0,16,10,6,5,2,8,0,8,3.5,0,0.0,0,0,0,Pathfinder Society Quest #4: Port Peril Pub Crawl,-1,Storm Acolyte
3962,1,2,2,-1,0,1,15,11,6,5,8,2,0,6,3.5,0,0.0,0,0,0,Pathfinder Society Quest #4: Port Peril Pub Crawl,-1,Offended Gambler
3969,3,2,1,0,4,2,17,30,8,7,6,10,1,9,5.5,0,0.0,1,18,10,Pathfinder Society Quest #4: Port Peril Pub Crawl,2,Seaborn Captain
176,-3,6,0,8,-2,6,44,300,25,29,32,35,1,36,33.5,0,0.0,9,43,37,Pathfinder #149: Against the Scarlet Triad,19,Teyam Ishtori
171,9,7,3,3,3,6,41,340,29,27,33,29,1,37,28.0,0,0.0,4,40,32,Pathfinder #149: Against the Scarlet Triad,18,Ishti
170,6,3,9,7,6,6,26,350,20,30,20,29,3,27,25.5,0,0.0,7,37,31,Pathfinder #149: Against the Scarlet Triad,15,Immortal Ichor
169,4,7,7,3,7,5,38,225,26,26,30,26,1,30,31.0,0,0.0,4,32,28,Pathfinder #149: Against the Scarlet Triad,15,Crucidaemon
168,6,8,5,3,3,5,40,330,26,29,32,27,0,35,24.5,0,0.0,0,0,0,Pathfinder #149: Against the Scarlet Triad,17,"Bshez ""Sand Claws"" Shak"
167,7,2,5,-5,1,-5,30,145,17,21,18,15,0,23,24.0,0,0.0,0,0,0,Pathfinder #149: Against the Scarlet Triad,10,Aluum Enforcer
173,8,6,6,3,4,5,36,275,25,30,26,24,0,32,22.0,31,19.0,0,0,0,Pathfinder #149: Against the Scarlet Triad,15,Scarlet Triad Enforcer
172,6,9,5,7,5,4,39,315,30,27,33,29,0,34,19.0,34,19.5,0,0,0,Pathfinder #149: Against the Scarlet Triad,17,Scarlet Triad Boss
175,9,3,6,-5,4,-2,39,255,28,30,25,28,1,33,33.5,0,0.0,9,38,28,Pathfinder #149: Against the Scarlet Triad,16,Spiritbound Aluum
177,9,7,5,7,8,9,43,350,35,32,29,35,0,37,31.0,0,0.0,0,0,0,Pathfinder #149: Against the Scarlet Triad,19,Uri Zandivar
178,8,7,9,6,5,6,40,315,32,32,30,26,1,33,32.5,0,0.0,8,38,28,Pathfinder #149: Against the Scarlet Triad,17,Weathered Wail
179,9,6,8,-5,4,5,40,340,29,31,29,23,0,30,32.0,0,0.0,0,0,0,Pathfinder #149: Against the Scarlet Triad,17,Xotanispawn
174,3,6,4,5,4,7,37,270,26,23,26,29,1,30,14.0,0,0.0,8,36,30,Pathfinder #149: Against the Scarlet Triad,15,Scarlet Triad Mage
180,8,5,5,2,4,4,36,255,24,26,26,29,0,30,21.0,30,17.0,0,0,0,Pathfinder #149: Against the Scarlet Triad,14,Zephyr Guard
3801,3,4,2,1,2,3,19,30,10,8,12,10,0,13,9.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-07: Flooded King's Court,3,Elite Ghast (PFS 1-07)
3803,1,4,1,1,2,2,16,20,7,4,9,5,0,9,3.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-07: Flooded King's Court,1,Marcon Tinol (1-2)
3802,3,1,2,0,0,1,15,20,7,7,5,4,0,7,6.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-07: Flooded King's Court,1,Experienced Mercenary
3804,3,4,2,1,2,3,35,30,10,8,12,10,0,13,9.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-07: Flooded King's Court,3,Marcon Tinol (3-4)
3805,2,0,2,0,0,1,14,8,5,6,3,3,0,6,5.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-07: Flooded King's Court,-1,Mercenary
3941,5,1,3,-4,1,0,18,44,9,10,5,5,0,12,10.5,10,0.0,0,0,0,Pathfinder Society Quest #3: Grehunde's Gorget,3,Adolescent Sea Serpent
3978,5,1,3,-4,1,0,16,20,7,10,5,5,0,9,5.5,7,0.0,0,0,0,Pathfinder Society Quest #3: Grehunde's Gorget,1,Young Sea Serpent
3792,1,1,0,-5,0,-5,16,6,3,3,6,3,0,6,3.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-06: Lost on the Spirit Road,-1,Lesser Guardian Statue
3786,1,3,2,-4,1,-2,15,8,7,5,6,4,0,8,2.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-06: Lost on the Spirit Road,-1,Angry Fox
3791,3,2,0,0,2,-1,15,8,7,3,7,5,0,6,3.5,5,3.5,0,0,0,Pathfinder Society Scenario #1-06: Lost on the Spirit Road,-1,Human Bandit (PFS 1-06)
3787,6,4,4,1,4,3,24,85,15,16,12,14,0,16,15.0,0,0.0,8,23,15,Pathfinder Society Scenario #1-06: Lost on the Spirit Road,6,Annis Hag (1-06)
3788,3,1,2,0,4,1,19,48,10,9,6,12,1,13,10.0,0,0.0,1,19,12,Pathfinder Society Scenario #1-06: Lost on the Spirit Road,3,Dorobu (1-2)
3789,4,1,2,0,4,1,24,99,15,14,11,17,1,18,11.0,0,0.0,2,24,17,Pathfinder Society Scenario #1-06: Lost on the Spirit Road,6,Dorobu (3-4)
3800,-1,3,0,0,1,-2,15,7,3,0,5,1,0,5,2.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-06: Lost on the Spirit Road,-1,Weak Soulbound Homunculus
3796,4,-2,5,-5,0,-5,19,35,9,12,5,5,0,11,10.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-06: Lost on the Spirit Road,3,Spirit Guardian Statue
3798,5,1,3,1,3,1,18,60,9,11,7,9,0,11,11.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-06: Lost on the Spirit Road,3,Weak Arboreal Warden
3793,1,4,2,-4,1,-2,16,22,7,7,9,4,0,9,4.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-06: Lost on the Spirit Road,1,Loyal Giant Fox
3799,5,3,3,2,2,4,21,55,10,11,11,12,1,14,10.5,0,0.0,8,23,15,Pathfinder Society Scenario #1-06: Lost on the Spirit Road,4,Weak Green Hag
3794,4,1,3,-1,2,0,16,25,7,10,4,7,0,8,6.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-06: Lost on the Spirit Road,1,Pine Brute
3790,5,1,3,0,0,2,17,50,7,10,8,7,0,12,10.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-06: Lost on the Spirit Road,3,Eerie Skeletal Giant
3797,2,4,2,0,1,2,19,55,8,9,11,6,0,9,6.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-06: Lost on the Spirit Road,3,Vicious Vulpine
1386,4,5,4,0,3,0,29,195,24,20,23,19,0,21,10.5,22,15.0,0,0,0,Pathfinder Lost Omens Character Guide,11,Veteran Reclaimer
1385,0,4,3,5,3,1,28,145,18,19,20,21,2,16,4.5,20,6.5,6,30,20,Pathfinder Lost Omens Character Guide,11,Tempest-Sun Mage
1384,6,2,4,0,1,0,28,170,16,20,16,16,2,22,25.0,20,21.0,2,24,16,Pathfinder Lost Omens Character Guide,9,Stone Giant Monk
1383,2,3,1,1,4,0,21,54,13,9,9,12,2,9,5.5,10,5.5,2,21,11,Pathfinder Lost Omens Character Guide,4,Rain-Scribe
1381,5,1,3,1,2,4,32,195,20,22,18,19,1,24,20.0,20,17.0,0,27,19,Pathfinder Lost Omens Character Guide,11,Pathfinder Venture-Captain
1380,0,4,3,2,2,0,21,60,11,10,13,11,0,12,9.5,12,5.5,0,0,0,Pathfinder Lost Omens Character Guide,4,Pathfinder Field Agent
1379,4,2,2,0,3,5,30,145,20,19,19,24,3,21,15.0,19,13.0,6,30,20,Pathfinder Lost Omens Character Guide,11,Hellknight Paravicar
1378,4,1,3,0,3,0,22,75,11,12,10,10,0,13,11.5,10,8.5,0,0,0,Pathfinder Lost Omens Character Guide,4,Hellknight Armiger
1377,1,4,2,1,0,3,21,54,8,9,13,9,0,12,9.5,12,5.5,0,0,0,Pathfinder Lost Omens Character Guide,4,Charming Scoundrel
1376,4,0,0,0,4,4,22,45,13,9,10,13,1,12,11.5,0,0.0,2,22,12,Pathfinder Lost Omens Character Guide,4,Changeling Hellknight
1382,1,4,3,0,5,3,30,175,21,19,20,23,2,21,12.0,21,9.5,6,30,22,Pathfinder Lost Omens Character Guide,11,Privateer Captain
1387,4,0,3,0,1,3,22,70,10,12,6,12,1,12,10.5,8,8.5,1,19,11,Pathfinder Lost Omens Character Guide,4,Virtuous Defender
161,2,7,3,0,4,6,32,195,21,18,24,21,1,24,15.0,24,7.0,2,33,25,Pathfinder #148: Fires of the Haunted City,11,Scarlet Triad Agent
146,8,4,6,3,5,2,37,285,26,28,24,25,0,31,23.0,0,0.0,0,0,0,Pathfinder #148: Fires of the Haunted City,15,Accursed Forge-Spurned
162,10,0,6,4,4,3,37,310,25,29,21,27,0,30,31.0,0,0.0,0,0,0,Pathfinder #148: Fires of the Haunted City,15,Soulbound Ruin
163,-5,4,0,6,5,4,34,185,24,20,23,26,1,27,28.5,0,0.0,7,33,27,Pathfinder #148: Fires of the Haunted City,13,Talamira
164,7,4,5,4,4,6,39,300,28,29,28,26,1,33,31.5,0,0.0,4,40,32,Pathfinder #148: Fires of the Haunted City,16,Veshumirix
165,8,4,5,2,7,4,34,235,19,26,20,23,1,27,27.5,0,0.0,6,33,27,Pathfinder #148: Fires of the Haunted City,13,Xevalorg
160,-5,7,2,-1,4,5,33,180,20,18,25,22,1,0,0.0,27,26.0,5,33,27,Pathfinder #148: Fires of the Haunted City,12,Saggorak Poltergeist
159,8,-1,5,-5,0,-5,33,195,22,25,19,20,0,26,29.0,0,0.0,0,0,0,Pathfinder #148: Fires of the Haunted City,12,Lazurite-Infused Stone Golem
158,8,4,4,0,4,3,36,255,24,28,22,25,1,31,24.5,27,21.0,2,34,26,Pathfinder #148: Fires of the Haunted City,14,Kralgurn
157,6,5,0,7,5,7,35,195,25,22,24,28,1,28,28.5,0,0.0,7,35,27,Pathfinder #148: Fires of the Haunted City,14,King Harral
156,4,2,3,5,4,3,24,135,22,19,13,16,0,20,15.0,0,0.0,0,0,0,Pathfinder #148: Fires of the Haunted City,8,Kelda Halrig
166,2,7,4,8,7,0,36,265,26,24,29,27,0,30,13.0,30,10.5,0,0,0,Pathfinder #148: Fires of the Haunted City,15,Zuferian
154,5,2,4,1,2,0,22,75,11,15,9,11,0,15,17.5,0,0.0,0,0,0,Pathfinder #148: Fires of the Haunted City,5,Forge-Spurned
155,6,4,5,4,8,5,40,270,29,27,24,30,3,31,26.5,0,0.0,8,36,32,Pathfinder #148: Fires of the Haunted City,15,Ilssrah Embermead
148,7,3,5,0,4,1,32,215,22,24,20,21,0,28,28.0,25,12.5,0,0,0,Pathfinder #148: Fires of the Haunted City,12,Corrupt Guard
149,8,4,6,2,4,2,34,240,23,27,19,23,1,27,31.5,25,22.0,3,31,21,Pathfinder #148: Fires of the Haunted City,13,Dalos
150,5,7,4,-3,1,5,33,215,23,21,26,18,1,26,24.5,0,0.0,2,32,24,Pathfinder #148: Fires of the Haunted City,12,Deculi
151,6,5,4,1,1,2,33,210,24,25,20,22,0,27,33.0,0,0.0,0,0,0,Pathfinder #148: Fires of the Haunted City,13,Dragonscarred Dead
147,7,-5,5,-5,0,-5,20,300,15,20,10,15,0,24,25.0,0,0.0,0,0,0,Pathfinder #148: Fires of the Haunted City,11,Carnivorous Crystal
152,4,8,3,2,5,3,35,240,26,21,28,23,1,28,17.0,29,17.0,2,33,25,Pathfinder #148: Fires of the Haunted City,13,Duergar Slave Lord
153,4,8,5,3,2,6,37,250,28,26,29,23,0,30,22.5,0,0.0,0,0,0,Pathfinder #148: Fires of the Haunted City,14,Falrok
3765,-2,3,1,-4,1,-3,13,12,5,2,7,4,0,0,0.0,0,0.0,0,0,0,Pathfinder Society Scenario #1-04: Bandits of Immenwood,-1,Frog Swarm
3769,0,3,1,-4,1,1,16,7,6,4,6,2,0,6,2.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-04: Bandits of Immenwood,-1,Osprey
3770,-3,3,1,-4,1,-2,14,12,5,2,7,4,0,0,0.0,0,0.0,0,0,0,Pathfinder Society Scenario #1-04: Bandits of Immenwood,1,Rabid Squirrel Swarm
3771,1,4,2,-3,1,1,18,17,8,5,7,2,0,7,2.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-04: Bandits of Immenwood,0,Reefclaw Spawn
3772,-3,3,1,-4,1,-2,14,12,5,2,7,4,0,0,0.0,0,0.0,0,0,0,Pathfinder Society Scenario #1-04: Bandits of Immenwood,1,Squirrel Swarm (1-04)
3773,2,2,2,0,2,1,18,40,7,6,7,7,2,9,5.5,0,0.0,1,16,8,Pathfinder Society Scenario #1-04: Bandits of Immenwood,3,Vengeant Thorn (1-2)
3774,2,2,2,0,3,1,19,60,13,8,9,10,2,11,5.5,0,0.0,2,18,10,Pathfinder Society Scenario #1-04: Bandits of Immenwood,5,Vengeant Thorn (3-4)
3767,0,3,1,0,3,0,17,15,8,4,6,8,1,3,3.5,6,5.5,1,16,8,Pathfinder Society Scenario #1-04: Bandits of Immenwood,0,Halfling Druid (1-2)
3764,2,3,2,-4,1,0,16,30,4,5,6,4,0,8,5.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-04: Bandits of Immenwood,0,Animal Companion (Wolf) (3-4)
3763,2,3,2,-4,1,0,16,14,4,5,6,4,0,6,5.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-04: Bandits of Immenwood,0,Animal Companion (Wolf) (1-2)
3768,2,3,1,0,3,0,19,35,10,6,8,10,2,5,3.5,8,5.5,2,17,9,Pathfinder Society Scenario #1-04: Bandits of Immenwood,2,Halfling Druid (3-4)
3766,3,4,1,-4,1,1,19,45,8,6,11,8,0,12,10.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-04: Bandits of Immenwood,3,Giant Osprey
3954,2,4,1,0,2,0,18,30,5,8,11,5,0,11,4.5,11,4.5,0,0,0,Pathfinder Society Quest #2: Unforgiving Fire,2,Meleeka Sanvara (1-2)
3944,0,3,1,0,-1,1,15,8,2,5,8,2,0,6,3.5,6,3.5,0,0,0,Pathfinder Society Quest #2: Unforgiving Fire,-1,Bandit Disciple (1-2)
3945,0,3,1,0,-1,1,18,30,5,8,11,5,0,9,3.5,9,3.5,0,0,0,Pathfinder Society Quest #2: Unforgiving Fire,2,Bandit Disciple (3-4)
3955,2,4,1,0,2,0,21,60,8,11,14,8,0,14,4.5,14,10.5,0,0,0,Pathfinder Society Quest #2: Unforgiving Fire,4,Meleeka Sanvara (3-4)
3778,3,2,3,-4,2,0,14,16,4,7,4,4,0,5,5.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-05: Trailblazers' Bounty,0,Mountain Goat
3776,1,4,2,-4,3,-1,18,45,10,10,12,8,0,0,0.0,0,0.0,0,0,0,Pathfinder Society Scenario #1-05: Trailblazers' Bounty,4,Enraged Raven Swarm
3775,5,4,4,-1,2,2,21,60,12,12,10,8,0,13,10.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-05: Trailblazers' Bounty,4,Dire Warg
3784,4,4,3,-4,2,0,16,20,5,8,7,5,0,7,6.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-05: Trailblazers' Bounty,1,Tough Mountain Goat
3783,3,3,2,-4,1,-3,16,20,5,8,9,5,0,8,6.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-05: Trailblazers' Bounty,1,Tough Giant Shrew
3782,1,4,1,-4,3,-3,16,19,10,7,10,7,0,0,0.0,0,0.0,0,0,0,Pathfinder Society Scenario #1-05: Trailblazers' Bounty,2,Raven Swarm (1-05)
3785,3,2,3,-1,1,0,15,8,5,6,4,2,0,7,5.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-05: Trailblazers' Bounty,-1,Wounded Orc Brute
3780,5,-1,4,-2,0,-2,16,35,5,10,5,4,0,11,9.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-05: Trailblazers' Bounty,2,Ogre
3779,6,-1,4,-2,0,-2,18,70,6,14,7,6,0,14,12.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-05: Trailblazers' Bounty,4,Ogre Glutton (PFS 1-05)
3777,1,3,2,-4,1,-3,15,8,5,6,7,3,0,7,3.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-05: Trailblazers' Bounty,-1,Giant Shrew
3781,2,3,3,3,0,-1,17,20,6,8,8,3,0,7,4.5,0,0.0,0,0,0,Pathfinder Society Scenario #1-05: Trailblazers' Bounty,1,Orc Alchemist
134,4,4,3,0,2,-1,22,75,11,12,15,9,0,15,10.5,15,6.5,0,0,0,Pathfinder #147: Tomorrow Must Burn,5,Mercenary Sailor
127,2,4,2,5,2,4,28,170,17,17,19,19,2,21,10.5,0,0.0,6,22,14,Pathfinder #147: Tomorrow Must Burn,11,Barushak Il-Varashma
128,5,2,4,-4,2,-2,23,98,15,16,14,10,0,17,17.0,0,0.0,0,0,0,Pathfinder #147: Tomorrow Must Burn,6,Blood Boar
129,6,1,6,-4,1,-1,27,135,16,19,14,16,0,20,18.0,0,0.0,0,0,0,Pathfinder #147: Tomorrow Must Burn,9,Ghastly Bear
130,3,2,3,1,1,4,28,155,14,21,15,18,1,19,16.0,0,0.0,5,27,19,Pathfinder #147: Tomorrow Must Burn,9,Heuberk Thropp
131,6,2,4,5,3,4,34,200,22,21,21,22,1,26,17.0,25,19.0,7,34,26,Pathfinder #147: Tomorrow Must Burn,13,Jaggaki
132,7,1,5,2,3,3,30,200,19,21,17,19,1,23,20.0,0,0.0,4,27,19,Pathfinder #147: Tomorrow Must Burn,10,Kalavakus
135,0,5,1,4,3,4,30,160,20,17,21,19,0,22,18.0,22,9.5,3,29,23,Pathfinder #147: Tomorrow Must Burn,10,Mialari Docur
133,4,5,3,1,3,4,35,235,24,23,25,22,0,26,19.0,27,22.5,0,0,0,Pathfinder #147: Tomorrow Must Burn,13,Laslunn
137,6,7,3,6,6,8,39,295,32,25,29,30,1,31,31.5,0,0.0,9,38,30,Pathfinder #147: Tomorrow Must Burn,16,Precentor
138,-5,3,0,3,7,5,29,135,22,14,21,23,0,22,22.0,0,0.0,0,0,0,Pathfinder #147: Tomorrow Must Burn,10,Remnant of Barzillai
139,7,5,5,4,6,5,30,155,22,22,16,19,1,23,22.0,0,0.0,5,0,0,Pathfinder #147: Tomorrow Must Burn,10,Rusty Mae
140,5,3,5,0,5,2,30,180,19,20,17,19,0,22,12.0,21,15.0,0,0,0,Pathfinder #147: Tomorrow Must Burn,10,Scarlet Triad Bruiser
141,0,4,3,4,2,1,27,135,16,17,18,14,0,19,13.5,19,15.0,0,0,0,Pathfinder #147: Tomorrow Must Burn,8,Scarlet Triad Poisoner
142,2,4,2,0,0,2,25,95,12,10,14,12,0,17,8.5,0,0.0,0,0,0,Pathfinder #147: Tomorrow Must Burn,6,Scarlet Triad Sneak
143,4,5,3,1,4,0,32,195,23,20,22,21,0,22,13.5,23,17.0,0,0,0,Pathfinder #147: Tomorrow Must Burn,11,Scarlet Triad Sniper
144,4,2,3,0,2,2,25,120,13,18,12,15,0,18,17.0,0,0.0,0,0,0,Pathfinder #147: Tomorrow Must Burn,7,Scarlet Triad Thug
145,5,6,4,5,3,4,33,185,22,22,22,23,1,24,24.5,0,0.0,6,32,24,Pathfinder #147: Tomorrow Must Burn,12,Vaklish
136,2,5,1,1,4,3,31,185,21,18,24,21,0,22,10.5,23,21.5,0,0,0,Pathfinder #147: Tomorrow Must Burn,11,Nolly Peltry
114,6,2,3,4,3,6,27,135,15,18,15,18,1,20,16.0,0,0.0,3,26,18,Pathfinder #146: Cult of Cinders,8,Bida
115,4,3,2,0,5,3,23,90,15,14,12,15,1,17,15.0,0,0.0,3,25,17,Pathfinder #146: Cult of Cinders,6,Charau-ka Dragon Priest
116,3,3,0,1,2,0,19,26,8,6,9,6,1,11,5.5,11,4.5,0,16,8,Pathfinder #146: Cult of Cinders,2,Ekujae Guardian
117,3,4,5,0,-1,6,26,135,19,17,16,11,0,19,11.0,0,0.0,0,0,0,Pathfinder #146: Cult of Cinders,8,Gerhard Pendergrast
118,1,4,2,0,3,-1,20,44,10,9,11,10,0,11,6.5,11,5.5,0,0,0,Pathfinder #146: Cult of Cinders,3,Grippli Archer
119,2,4,1,1,4,0,21,71,13,10,13,13,1,13,6.5,0,0.0,2,23,13,Pathfinder #146: Cult of Cinders,5,Grippli Greenspeaker
124,1,3,0,3,2,4,23,74,12,8,13,12,2,15,11.0,16,12.0,3,24,14,Pathfinder #146: Cult of Cinders,6,Nketiah
121,4,4,1,1,2,3,28,135,14,16,17,15,2,19,12.0,19,7.5,3,25,17,Pathfinder #146: Cult of Cinders,8,Jahsi
122,5,-3,4,-5,-5,-5,13,175,7,18,7,5,0,17,17.0,0,0.0,0,0,0,Pathfinder #146: Cult of Cinders,6,Living Sap
123,6,1,5,-5,2,-4,21,135,14,15,13,10,0,17,14.5,0,0.0,0,0,0,Pathfinder #146: Cult of Cinders,6,Mud Spider
125,6,3,5,0,4,1,27,135,16,19,13,16,0,20,18.0,0,0.0,0,0,0,Pathfinder #146: Cult of Cinders,8,Racharak
126,6,3,5,0,4,1,27,135,16,19,13,16,0,19,22.5,0,0.0,0,0,0,Pathfinder #146: Cult of Cinders,8,Spawn of Dahak
120,-1,4,2,6,2,3,27,122,14,14,18,16,0,19,4.5,20,6.5,0,0,0,Pathfinder #146: Cult of Cinders,8,Hezle
113,5,3,3,-1,3,6,28,145,18,18,16,18,1,20,18.0,0,0.0,5,27,19,Pathfinder #146: Cult of Cinders,9,Belmazog
3727,0,4,1,5,2,0,22,75,11,12,15,9,0,15,7.5,16,9.0,0,0,0,Pathfinder Society Scenario #1-00: Origin of the Open Road,5,Bijan And Zaynap Ohrlavi
915,1,3,2,-4,1,-3,16,15,5,6,7,3,0,7,5.5,0,0.0,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,0,Icy Rat
925,2,3,2,-4,0,0,16,15,4,6,7,4,0,7,6.5,0,0.0,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,0,Vine Lasher
922,5,1,4,0,0,-2,17,60,7,11,6,7,0,12,12.0,0,0.0,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,3,The Behemoth
921,5,2,4,2,1,0,20,65,11,12,10,9,0,14,9.5,0,0.0,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,4,The Amalgam
920,4,1,5,-4,2,-1,16,30,6,11,5,8,0,10,8.5,0,0.0,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,2,Stone Horse
918,4,4,2,-4,2,-2,19,45,9,9,11,7,0,11,12.0,0,0.0,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,3,Mutant Wolf
917,1,2,0,-4,1,-2,15,8,5,4,6,3,0,6,4.5,0,0.0,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,-1,Mangy Wolf
916,5,2,3,-1,1,0,21,68,9,11,8,9,0,14,10.5,0,0.0,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,4,Lord Nar
924,1,4,2,4,1,0,22,68,10,11,13,8,0,14,6.0,13,4.5,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,5,Vilree
914,4,3,1,0,2,0,19,44,9,8,10,7,0,12,9.5,10,7.5,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,3,Hallod
913,3,4,3,1,2,0,21,47,9,10,11,7,0,11,7.5,11,7.5,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,3,Graytusk
912,2,4,3,-4,1,-2,19,27,7,7,10,7,0,11,9.0,0,0.0,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,2,Giant Lightning Serpent
923,1,3,3,4,1,0,21,54,9,11,11,7,0,9,3.5,12,4.5,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,4,The Sculptor
910,3,1,1,1,0,1,13,16,2,5,3,2,0,5,5.5,1,5.0,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,-1,Drunken Farmer
909,2,4,2,-4,2,2,18,30,8,8,10,6,0,11,8.0,0,0.0,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,2,Caustic Wolf
908,4,2,4,-4,0,0,16,35,6,10,8,6,0,11,8.5,0,0.0,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,2,Bloodlash Bush
907,5,-4,5,-5,0,-5,12,90,8,15,6,6,0,15,18.0,0,0.0,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,4,Blood Ooze
906,-1,4,1,-5,1,-4,17,18,5,4,9,4,0,0,0.0,0,0.0,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,1,Bee Swarm
905,2,4,1,2,0,-2,18,30,6,7,10,6,0,10,6.5,0,0.0,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,2,Alchemical Drudge
911,1,3,1,-4,1,-2,17,17,6,6,8,4,0,8,4.5,0,0.0,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,1,Fiery Leopard
2459,6,1,6,1,3,1,29,215,21,20,15,21,0,23,0.0,0,0.0,0,0,0,Pathfinder Bestiary,10,Roper
2458,7,2,5,-3,1,-2,25,120,14,18,15,10,0,18,15.5,0,0.0,0,0,0,Pathfinder Bestiary,7,Remorhaz
2457,6,1,4,1,2,3,30,210,20,21,18,19,1,23,23.0,0,0.0,0,27,19,Pathfinder Bestiary,10,Red Dragon (Young)
2456,6,1,4,1,2,3,30,210,20,21,18,19,1,23,23.0,0,0.0,4,27,19,Pathfinder Bestiary,10,"Red Dragon (Young, Spellcaster)"
2455,9,5,8,5,6,7,45,425,35,35,32,35,1,37,35.0,0,0.0,4,42,34,Pathfinder Bestiary,19,Red Dragon (Ancient)
